account_id,customer_id,account_no,iban,account_type,account_currency,branch_code,branch_name,branch_city,swift_bic,account_open_date,account_status,opening_balance,current_balance,credit_limit,current_debt_amount
A000426,C000426,151-5283722-82,TR12373813308379380992191182,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2018-09-25,ACTIVE,296663,55144628,923942,7343
A000427,C000427,878-8744654-20,TR72683098168738946630065236,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2022-12-17,ACTIVE,466283,5718914,448340,254956
A000428,C000428,825-8494727-85,TR42224333728236348665257453,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,FNNBTRIS,2018-04-28,ACTIVE,540864,11598906,494832,701529
A000429,C000429,945-1712217-81,TR53560931269619238886364924,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2021-09-10,ACTIVE,40468,1177598,186460,244705
A000430,C000430,668-3736989-74,TR93250223493092919525342266,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2021-02-16,ACTIVE,277221,5024098,640971,631037
A000431,C000431,784-2733098-18,TR48968092411074872662610364,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2023-04-28,ACTIVE,205513,8528813,226251,203844
A000432,C000432,923-4974519-50,TR10491445900700507974764285,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2024-01-16,ACTIVE,12975,1550682,85442,82187
A000433,C000433,148-6707686-40,TR17539470170473774931549055,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2018-04-28,ACTIVE,138758,2328582,404407,317558
A000434,C000434,207-6440578-78,TR54424667448718088520148608,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2020-12-03,ACTIVE,15883,-16323,30998,26479
A000435,C000435,893-3007073-52,TR21578416027370885681859655,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,FNNBTRIS,2022-01-01,REVIEW,78327,674113,191542,123919
A000436,C000436,900-1618203-10,TR24230301353232525295210598,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2022-12-08,ACTIVE,372722,10991474,690484,383447
A000437,C000437,633-4950645-51,TR69395177213641295599483624,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2021-05-13,ACTIVE,150261,262852,257004,151741
A000438,C000438,791-5048054-67,TR51762368138065058369345433,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2018-07-13,ACTIVE,149266,4136043,131878,142405
A000439,C000439,904-6535577-43,TR32633166944008600769503881,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2023-12-20,ACTIVE,267184,7033234,160995,38586
A000440,C000440,940-1648942-30,TR94966829080704692326654890,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2023-04-09,ACTIVE,475288,9419092,750658,213225
A000441,C000441,138-3688270-45,TR50576791788194131192560312,Doviz,EUR,TR-002,Istanbul Kadikoy Subesi,Istanbul,YAPITRIS,2022-08-06,ACTIVE,262027,35705242,317835,1654
A000442,C000442,390-2853209-17,TR36089895303596448312761991,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TVBATR2A,2020-08-13,ACTIVE,24316,-12563,134925,220027
A000443,C000443,963-5079687-43,TR41040647065079410878441584,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2018-12-03,ACTIVE,91803,2903701,276255,106458
A000444,C000444,675-7943605-92,TR13436185032490944730455801,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2018-07-05,ACTIVE,239775,3538334,188202,109902
A000445,C000445,369-1691553-23,TR61122284462502574942182475,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2024-08-23,ACTIVE,216626,10320456,462616,392033
A000446,C000446,418-1904021-10,TR49932828358782948377300108,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2020-05-22,ACTIVE,64812,5023373,166498,17722
A000447,C000447,233-4769760-94,TR25529980455387699732290665,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2021-03-30,ACTIVE,220056,2323081,1095954,183238
A000448,C000448,672-4057493-63,TR58367902171288020903055196,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2021-02-17,ACTIVE,17007,3232869,55885,106702
A000449,C000449,682-2962426-87,TR70479969488985316573926635,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,FNNBTRIS,2020-04-03,REVIEW,190086,6485871,499917,119499
A000450,C000450,862-6372217-34,TR32562234041648447035641813,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2024-10-12,ACTIVE,64281,4908965,144955,154706
A000451,C000451,477-3808817-76,TR67461241026867662188455306,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2018-05-07,ACTIVE,290517,7400077,301358,214511
A000452,C000452,353-5175395-62,TR46452677398366817860911419,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TVBATR2A,2024-03-29,ACTIVE,104616,10959202,95339,275488
A000453,C000453,176-3001309-74,TR22618832636707430110147633,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2023-08-14,ACTIVE,210053,9591526,372589,679521
A000454,C000454,202-1623036-92,TR48587292827957072736070141,Vadesiz,USD,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2020-11-12,ACTIVE,190781,52213915,608853,384635
A000455,C000455,536-6364150-69,TR14239850784520006028202027,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,FNNBTRIS,2023-05-24,ACTIVE,253977,3179507,630275,59558
A000456,C000456,657-9308107-74,TR58968325767737392617518014,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2018-03-07,ACTIVE,214967,9320948,256727,382021
A000457,C000457,626-1865338-98,TR32830463694277016610435945,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2020-10-20,ACTIVE,19719,933375,27276,35835
A000458,C000458,485-2579449-63,TR61940409950431158920483521,Vadeli,EUR,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2021-06-05,ACTIVE,137374,46535652,149552,76758
A000459,C000459,768-5865280-37,TR14095718054348949222009831,Vadesiz,EUR,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2024-05-28,ACTIVE,52890,31540086,385918,236248
A000460,C000460,814-4153514-86,TR29621313027690144130355026,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2021-03-02,ACTIVE,200865,2572429,284280,39119
A000461,C000461,897-8350766-33,TR47621281790292386451993162,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2019-11-29,ACTIVE,23247,2872175,51300,95389
A000462,C000462,704-9034606-54,TR87341459350795157179937984,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,AKBKTRIS,2024-06-22,ACTIVE,10270,4692871,51357,20586
A000463,C000463,537-9112414-73,TR31509198178686514833900024,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2023-04-08,ACTIVE,179277,1904473,436500,297771
A000464,C000464,585-7246317-59,TR98489171250436446400014132,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,AKBKTRIS,2022-06-06,ACTIVE,189183,8379114,535088,65980
A000465,C000465,885-7580330-57,TR20938190267862611419139059,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,FNNBTRIS,2023-11-14,REVIEW,206423,17186105,1508554,860210
A000466,C000466,474-7511642-83,TR84077940580654541506010350,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TVBATR2A,2022-05-10,ACTIVE,44024,40343,45392,24449
A000467,C000467,175-5220173-78,TR56332400797777345906017370,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2022-12-10,ACTIVE,92713,13865431,609592,864180
A000468,C000468,425-2259403-22,TR96717470094634796808581712,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2022-07-03,ACTIVE,118622,588286,305611,163778
A000469,C000469,697-5082903-57,TR90511704088721050697303938,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2021-10-10,ACTIVE,42138,1718343,122359,76572
A000470,C000470,375-6612196-97,TR18803005243310139217888038,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2020-05-01,ACTIVE,244058,5989810,316374,329171
A000471,C000471,655-3571016-90,TR54748081479242807113765019,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2022-10-29,ACTIVE,17093,2336798,175279,87060
A000472,C000472,563-8494323-34,TR77466907163063851724554188,Vadeli,USD,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2018-02-23,DORMANT,349555,35645410,560824,480014
A000473,C000473,383-5293869-20,TR80726956463303080680715625,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2020-09-26,ACTIVE,504272,4217252,702851,404388
A000474,C000474,617-1157918-47,TR86353317949107793272243014,Doviz,USD,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2020-07-22,DORMANT,37446,15680182,72560,3962
A000475,C000475,622-7312805-97,TR64407794875860324978741663,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2021-11-25,REVIEW,75875,3671971,87339,199064
A000476,C000476,724-9223043-44,TR97651579412799997453180872,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2022-03-24,ACTIVE,496350,16867748,1162487,671390
A000477,C000477,629-3129960-21,TR76573446510840180450146667,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2019-03-11,ACTIVE,38677,1227082,86663,70426
A000478,C000478,302-5070448-44,TR42075121597502814071776446,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TVBATR2A,2019-05-26,ACTIVE,113576,-50957,193730,63699
A000479,C000479,143-5779138-60,TR10268944894773335396687386,Doviz,USD,TR-005,Bursa Nilufer Subesi,Bursa,TRHBTR2A,2024-11-06,ACTIVE,105019,23763362,206719,56147
A000480,C000480,905-9142800-42,TR78216614588035341064249349,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2020-09-20,ACTIVE,261041,6914232,214708,306870
A000481,C000481,605-8426701-62,TR38480609457504561629891382,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2024-06-20,ACTIVE,171106,4108258,274618,199472
A000482,C000482,850-2188396-20,TR12045389104281219027539416,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2020-08-22,ACTIVE,59789,1026045,95104,51446
A000483,C000483,654-1238582-93,TR20544440604056182038197676,Vadeli,USD,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2022-08-06,ACTIVE,191017,24227344,319279,139357
A000484,C000484,530-7070996-40,TR79047857925519694846657356,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,YAPITRIS,2023-03-26,ACTIVE,198809,6774136,287113,62111
A000485,C000485,680-3143091-35,TR72506435628555063192745727,Doviz,USD,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2021-02-21,ACTIVE,181259,23017043,122242,221047
A000486,C000486,391-8141190-71,TR56666656196166944263966963,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,YAPITRIS,2019-07-25,ACTIVE,123662,588015,171230,362179
A000487,C000487,483-8353962-70,TR43291398020906007476265182,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2019-12-28,ACTIVE,882430,3952766,1051323,934468
A000488,C000488,259-7988897-50,TR27162915836102098795674916,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2023-02-20,ACTIVE,128579,2649503,234619,262975
A000489,C000489,674-2433456-31,TR82419417589909354304865360,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2023-08-02,ACTIVE,759315,14588936,1215363,1015730
A000490,C000490,972-8656736-70,TR43033191621234298541109995,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2021-02-17,ACTIVE,30515,2664372,149374,11339
A000491,C000491,800-3948595-76,TR24172173931426003462669400,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2019-11-04,ACTIVE,69723,6354675,260956,96434
A000492,C000492,512-3559922-43,TR70591151725929249578147224,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2023-06-28,ACTIVE,221069,2431183,347602,34069
A000493,C000493,642-2457557-89,TR49226416224847998236636109,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2020-03-04,ACTIVE,206610,5270919,435083,186190
A000494,C000494,840-7847382-86,TR43620357093484505904790729,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2020-01-14,ACTIVE,16588,2537813,29230,34300
A000495,C000495,826-9451341-73,TR78837217435413088811268356,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2020-11-29,REVIEW,115379,1019095,235348,76981
A000496,C000496,900-1975512-36,TR66075479728685360342512221,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2021-08-12,ACTIVE,73282,1878309,311141,362723
A000497,C000497,450-8129493-71,TR69997319420136999248635188,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2021-08-22,ACTIVE,272399,2686032,334030,104942
A000498,C000498,809-9604088-37,TR49876497611160019095598295,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TVBATR2A,2023-08-23,ACTIVE,82145,6352595,236014,337957
A000499,C000499,222-2395049-82,TR45244186584698505938376953,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,FNNBTRIS,2018-08-15,ACTIVE,140565,8593726,356209,270652
A000500,C000500,772-2366149-80,TR36558290619373564641761080,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2022-07-18,ACTIVE,993523,24617294,908461,985206
A000501,C000501,954-6740558-82,TR22236644210081798005339780,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2024-10-12,ACTIVE,104918,3305015,58363,67223
A000502,C000502,322-1795057-32,TR49620516407389192366488880,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2023-05-30,ACTIVE,171852,18347566,354108,311893
A000503,C000503,514-1830681-44,TR10649342097280859609239164,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2021-04-28,ACTIVE,29396,4711134,238108,224105
A000504,C000504,416-2608039-90,TR15213605494925786249143794,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2018-12-04,ACTIVE,274520,3526905,359519,71883
A000505,C000505,735-7213511-52,TR17434476003226452514930729,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2021-09-05,DORMANT,447760,18333545,1481712,49938
A000506,C000506,921-3495280-87,TR37359607511544055844384748,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2019-02-24,ACTIVE,36116,2704618,197752,21322
A000507,C000507,615-7909784-51,TR65832437621265940075433017,Vadesiz,EUR,TR-001,Istanbul Levent Subesi,Istanbul,TCZBTR2A,2024-02-05,ACTIVE,188360,32668541,100950,70788
A000508,C000508,276-2305649-78,TR68533984129509437841692994,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,AKBKTRIS,2019-12-01,ACTIVE,97168,-741,914493,491868
A000509,C000509,283-9914177-16,TR69554463321056389001866204,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2022-12-18,ACTIVE,191635,5164921,346416,622078
A000510,C000510,201-9338631-49,TR80134988672690788833719361,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2022-10-12,ACTIVE,51301,2871435,180944,11311
A000511,C000511,325-6438408-28,TR70801258104846584027731535,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,YAPITRIS,2020-11-06,ACTIVE,137863,2334948,349311,66515
A000512,C000512,756-7137232-27,TR30527886817801101007803198,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2020-09-13,ACTIVE,324080,9464770,242094,123762
A000513,C000513,951-6271389-35,TR63390656875535502956754463,Doviz,EUR,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2020-02-21,ACTIVE,204889,42719400,176541,302448
A000514,C000514,630-7716608-52,TR30725392725333693950293625,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2019-08-28,ACTIVE,91755,3141251,169804,174608
A000515,C000515,971-1217145-79,TR46763943044430709366594150,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2024-05-07,ACTIVE,57393,7367831,177468,32889
A000516,C000516,480-3658763-87,TR60978417213739167006356531,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,FNNBTRIS,2021-04-02,ACTIVE,74511,8616414,136308,139157
A000517,C000517,760-7192660-39,TR28730140023815635582643674,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2022-06-17,ACTIVE,703298,14285835,1129456,145963
A000518,C000518,261-2957429-40,TR23402789430257008899496136,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TVBATR2A,2021-10-13,ACTIVE,58556,4618689,236942,105182
A000519,C000519,880-6629887-64,TR11396925558309325794033221,Vadeli,EUR,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2020-04-09,ACTIVE,82215,26764621,248238,108450
A000520,C000520,453-5824284-33,TR97193014388073706414156932,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2024-11-28,ACTIVE,51433,7475925,291728,50460
A000521,C000521,347-1885831-35,TR65579368016671221752750332,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2022-06-21,ACTIVE,65262,577018,234303,132105
A000522,C000522,555-5691700-53,TR94038406855128622898558178,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2018-03-05,ACTIVE,845014,19852362,645760,1307788
A000523,C000523,944-5530508-72,TR62426419736451074417401036,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2022-12-29,ACTIVE,51727,1971931,336959,273485
A000524,C000524,849-7735556-48,TR58244275228997693710272240,Vadesiz,EUR,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2018-07-09,ACTIVE,201915,36451283,175325,130417
A000525,C000525,604-8130584-25,TR54422684830016379017872510,Vadeli,EUR,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2023-12-05,ACTIVE,794576,105483301,661512,965249
A000526,C000526,297-4042653-15,TR34323031131159818609416961,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2021-11-27,ACTIVE,47462,12115743,488527,411241
A000527,C000527,608-1593021-27,TR76713320199958288740177703,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2019-10-27,ACTIVE,223752,6594448,271635,605622
A000528,C000528,703-4721147-71,TR51545877977608836695181001,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2023-10-26,ACTIVE,206410,3974040,573326,412604
A000529,C000529,212-2429569-96,TR24601552348683347074142151,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2023-08-24,ACTIVE,256092,5858078,369384,78291
A000530,C000530,764-2361323-15,TR85969550210088641094618079,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2019-06-23,ACTIVE,181588,1339697,311293,215693
A000531,C000531,264-1439681-77,TR56492236161627910375260548,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2022-10-27,ACTIVE,142887,6660355,270863,242594
A000532,C000532,108-6357605-77,TR43699330005760962458859181,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2023-03-24,ACTIVE,9581,879952,80679,19834
A000533,C000533,963-1583150-10,TR68420156755621389824764774,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2020-08-12,ACTIVE,294097,9884583,1050652,796526
A000534,C000534,640-7104245-64,TR64228518310939764455701164,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2022-09-03,ACTIVE,282900,15981899,417038,624289
A000535,C000535,535-8260276-96,TR76342825862597497988694251,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,AKBKTRIS,2022-12-06,ACTIVE,404430,10539599,608392,272900
A000536,C000536,698-1605038-85,TR42947082942315173001989747,Vadeli,EUR,TR-001,Istanbul Levent Subesi,Istanbul,TCZBTR2A,2020-10-24,ACTIVE,91336,10879227,96290,35514
A000537,C000537,378-1692348-21,TR96546851285049152850988704,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TVBATR2A,2020-01-07,ACTIVE,105258,4453790,182663,240314
A000538,C000538,183-8198876-37,TR78844531814386158315347176,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TRHBTR2A,2022-03-31,DORMANT,266568,1118830,344007,322567
A000539,C000539,503-6206018-50,TR53260564327662854885994972,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,FNNBTRIS,2024-10-15,ACTIVE,91540,2248217,152860,62553
A000540,C000540,609-6005065-75,TR79564458373679776145719607,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2019-06-30,ACTIVE,1019250,37129910,1074882,646295
A000541,C000541,683-8801582-82,TR55954166883462921495840936,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2021-09-06,ACTIVE,147711,1521867,261925,151237
A000542,C000542,313-4946126-86,TR32360112414186393108222527,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2018-08-21,ACTIVE,27160,604577,151962,236682
A000543,C000543,353-9630217-81,TR90399070693758300126306424,Vadesiz,USD,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2023-08-14,ACTIVE,375548,60791207,244867,256630
A000544,C000544,430-2117526-25,TR55289549882836802466157742,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,AKBKTRIS,2024-02-14,ACTIVE,356557,18622098,963727,648143
A000545,C000545,670-4600906-23,TR68450363572630872909190974,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2022-07-04,ACTIVE,782182,14136829,1200342,626131
A000546,C000546,357-1399880-83,TR45064100984586778038168202,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2018-10-27,ACTIVE,555306,14937169,247278,216410
A000547,C000547,900-6634345-86,TR77721340203665662440518575,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2018-10-29,ACTIVE,217589,3435580,440018,212202
A000548,C000548,416-7029995-79,TR45319094340051894389649995,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2024-07-13,ACTIVE,154579,8428924,90060,12644
A000549,C000549,422-3014260-99,TR70156167142098798771390013,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2021-02-18,ACTIVE,126652,1885601,84111,89246
A000550,C000550,711-6740993-84,TR70800104102833418747635917,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2019-03-06,ACTIVE,613324,16169049,1061674,366279
A000551,C000551,139-1590481-87,TR15778936038555306694178453,Vadeli,USD,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2019-06-24,ACTIVE,144595,47473486,316868,468194
A000552,C000552,594-6114257-12,TR32961918860983332833598101,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2022-02-20,ACTIVE,21644,2235831,154095,187536
A000553,C000553,920-9025173-62,TR17595716388657462538748632,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2022-02-09,ACTIVE,26658,6748948,172580,52855
A000554,C000554,815-3173422-71,TR46972259137307243261148692,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2024-06-09,ACTIVE,179457,3596327,306059,8645
A000555,C000555,616-3329978-64,TR42939417089928271122793153,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TCZBTR2A,2018-11-26,ACTIVE,320851,2928440,368200,162790
A000556,C000556,516-3003534-22,TR42925922110478800896611805,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2024-12-03,ACTIVE,35203,2540561,94865,210663
A000557,C000557,618-7146848-95,TR15160330317235532811254607,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2021-05-19,ACTIVE,381525,4926769,482913,546822
A000558,C000558,355-7278580-16,TR97395019062396093628740709,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2018-07-17,ACTIVE,47706,1906854,181108,70863
A000559,C000559,606-3755632-92,TR28770468832354145674660685,Vadeli,USD,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2019-09-11,ACTIVE,67501,19223716,147130,7514
A000560,C000560,358-3470723-65,TR61350824838587483976192700,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2022-09-01,ACTIVE,356788,2567358,381957,115454
A000561,C000561,761-6698306-36,TR28747686314109998802497000,Vadesiz,EUR,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2022-11-12,ACTIVE,38333,17101382,68578,27626
A000562,C000562,196-5688879-72,TR69218224252514992306591736,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2022-07-25,ACTIVE,24446,-23639,90946,51076
A000563,C000563,881-5136079-77,TR56541558579532611537627758,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2023-08-21,ACTIVE,131342,6297339,272175,136459
A000564,C000564,494-5816626-64,TR63379270352175570786467889,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2022-03-23,ACTIVE,64132,1019715,104635,18298
A000565,C000565,483-5937893-47,TR50597258099792726100351564,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2020-03-09,ACTIVE,57829,-25812,266719,92924
A000566,C000566,546-4607073-47,TR90673942279063716893352445,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TVBATR2A,2022-11-26,ACTIVE,28035,205154,79415,47469
A000567,C000567,334-6438158-50,TR32702371604119397685609527,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2022-12-10,ACTIVE,185256,3222167,230204,109989
A000568,C000568,645-2353527-54,TR41750483636295963476717037,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2018-09-13,ACTIVE,155633,3504471,528759,323893
